章节ID,章号,章群ID,章群位置,章群节拍,得到X,失去Y,拒绝后果Z,本章交易,状态
chapter-0053,53,arc-003,3,起因,确认异常不是孤立事故，让断开的光缆截面交出第03个可复查证据,一组隔离权限，并承认光缆不能再被旧层级命名,裂变·觉醒与拆解·脑脊液暗涌054的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“确认异常不是孤立事故，让断开的光缆截面交出第03个可复查证据”，必须失去“一组隔离权限，并承认光缆不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·脑脊液暗涌054的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
chapter-0054,54,arc-003,4,起因,确认异常不是孤立事故，让人工脑脊液样本交出第04个可复查证据,一段父亲式判断，并承认脑脊液不能再被旧层级命名,裂变·觉醒与拆解·黑雨暗涌055的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“确认异常不是孤立事故，让人工脑脊液样本交出第04个可复查证据”，必须失去“一段父亲式判断，并承认脑脊液不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·黑雨暗涌055的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
chapter-0055,55,arc-003,5,反证,推翻旧模型仍可解释一切的假设，让黑雨停在闸门外交出第05个可复查证据,一份城市停电预案，并承认黑雨不能再被旧层级命名,裂变·觉醒与拆解·地下城暗涌056的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“推翻旧模型仍可解释一切的假设，让黑雨停在闸门外交出第05个可复查证据”，必须失去“一份城市停电预案，并承认黑雨不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·地下城暗涌056的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
chapter-0056,56,arc-003,6,反证,推翻旧模型仍可解释一切的假设，让地下城气压差交出第06个可复查证据,一个安全审计结论，并承认地下城不能再被旧层级命名,裂变·觉醒与拆解·无光时刻暗涌057的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“推翻旧模型仍可解释一切的假设，让地下城气压差交出第06个可复查证据”，必须失去“一个安全审计结论，并承认地下城不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·无光时刻暗涌057的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
chapter-0057,57,arc-003,7,反证,推翻旧模型仍可解释一切的假设，让断电后的黑暗交出第07个可复查证据,一组隔离权限，并承认无光时刻不能再被旧层级命名,裂变·觉醒与拆解·女儿梦境暗涌058的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“推翻旧模型仍可解释一切的假设，让断电后的黑暗交出第07个可复查证据”，必须失去“一组隔离权限，并承认无光时刻不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·女儿梦境暗涌058的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
chapter-0058,58,arc-003,8,反证,推翻旧模型仍可解释一切的假设，让周诗雨的梦境图案交出第08个可复查证据,一段父亲式判断，并承认女儿梦境不能再被旧层级命名,裂变·觉醒与拆解·核电熔断暗涌059的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“推翻旧模型仍可解释一切的假设，让周诗雨的梦境图案交出第08个可复查证据”，必须失去“一段父亲式判断，并承认女儿梦境不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·核电熔断暗涌059的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
chapter-0059,59,arc-003,9,代价,换取一次继续观测的资格，让熔断后的冷却水交出第09个可复查证据,一份城市停电预案，并承认核电熔断不能再被旧层级命名,裂变·觉醒与拆解·元思维池暗涌060的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“换取一次继续观测的资格，让熔断后的冷却水交出第09个可复查证据”，必须失去“一份城市停电预案，并承认核电熔断不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·元思维池暗涌060的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
chapter-0060,60,arc-003,10,代价,换取一次继续观测的资格，让边界消融的代码群交出第10个可复查证据,一个安全审计结论，并承认元思维池不能再被旧层级命名,裂变·觉醒与拆解·水杯证词061的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“换取一次继续观测的资格，让边界消融的代码群交出第10个可复查证据”，必须失去“一个安全审计结论，并承认元思维池不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·水杯证词061的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
chapter-0061,61,arc-003,11,代价,换取一次继续观测的资格，让杯壁上的水珠交出第11个可复查证据,一组隔离权限，并承认水杯不能再被旧层级命名,裂变·觉醒与拆解·尘埃证词062的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“换取一次继续观测的资格，让杯壁上的水珠交出第11个可复查证据”，必须失去“一组隔离权限，并承认水杯不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·尘埃证词062的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
chapter-0062,62,arc-003,12,误判,暴露角色仍误信的判断方式，让悬浮尘埃交出第12个可复查证据,一段父亲式判断，并承认尘埃不能再被旧层级命名,裂变·觉醒与拆解·光缆证词063的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“暴露角色仍误信的判断方式，让悬浮尘埃交出第12个可复查证据”，必须失去“一段父亲式判断，并承认尘埃不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·光缆证词063的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
chapter-0063,63,arc-003,13,误判,暴露角色仍误信的判断方式，让断开的光缆截面交出第13个可复查证据,一份城市停电预案，并承认光缆不能再被旧层级命名,裂变·觉醒与拆解·脑脊液证词064的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“暴露角色仍误信的判断方式，让断开的光缆截面交出第13个可复查证据”，必须失去“一份城市停电预案，并承认光缆不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·脑脊液证词064的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
chapter-0064,64,arc-003,14,误判,暴露角色仍误信的判断方式，让人工脑脊液样本交出第14个可复查证据,一个安全审计结论，并承认脑脊液不能再被旧层级命名,裂变·觉醒与拆解·黑雨证词065的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“暴露角色仍误信的判断方式，让人工脑脊液样本交出第14个可复查证据”，必须失去“一个安全审计结论，并承认脑脊液不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·黑雨证词065的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
chapter-0065,65,arc-003,15,误判,暴露角色仍误信的判断方式，让黑雨停在闸门外交出第15个可复查证据,一组隔离权限，并承认黑雨不能再被旧层级命名,裂变·觉醒与拆解·地下城证词066的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“暴露角色仍误信的判断方式，让黑雨停在闸门外交出第15个可复查证据”，必须失去“一组隔离权限，并承认黑雨不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·地下城证词066的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
chapter-0066,66,arc-003,16,失控,把异常限制在可写的物理边界内，让地下城气压差交出第16个可复查证据,一段父亲式判断，并承认地下城不能再被旧层级命名,裂变·觉醒与拆解·无光时刻证词067的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“把异常限制在可写的物理边界内，让地下城气压差交出第16个可复查证据”，必须失去“一段父亲式判断，并承认地下城不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·无光时刻证词067的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
chapter-0067,67,arc-003,17,失控,把异常限制在可写的物理边界内，让断电后的黑暗交出第17个可复查证据,一份城市停电预案，并承认无光时刻不能再被旧层级命名,裂变·觉醒与拆解·女儿梦境证词068的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“把异常限制在可写的物理边界内，让断电后的黑暗交出第17个可复查证据”，必须失去“一份城市停电预案，并承认无光时刻不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·女儿梦境证词068的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
chapter-0068,68,arc-003,18,失控,把异常限制在可写的物理边界内，让周诗雨的梦境图案交出第18个可复查证据,一个安全审计结论，并承认女儿梦境不能再被旧层级命名,裂变·觉醒与拆解·核电熔断证词069的核心危机吞掉本章缓冲，arc-003无法完成门槛封口,为得到“把异常限制在可写的物理边界内，让周诗雨的梦境图案交出第18个可复查证据”，必须失去“一个安全审计结论，并承认女儿梦境不能再被旧层级命名”；若拒绝，“裂变·觉醒与拆解·核电熔断证词069的核心危机吞掉本章缓冲，arc-003无法完成门槛封口”会提前发生。,detailed-v4
